name,filename,mapId,mapUid,bronzeScore,silverScore,goldScore,authorScore
$o$0f0Overgrown $300Shrine $z$i$0CFft Henri97,Overgrown Shrine ft Henri97.Map.Gbx,ddd491e6-d515-49c7-ac34-c180e62e187b,iAZ6ryMGNT8a_wJR1hSWatEQMB3,69000,55000,49000,45798
$o$s$i$52fInsomnia,Insomnia.Map.Gbx,b679861a-9a8b-4650-b3a8-c881738eb52c,It_13B6L6dpNX1350oZUaM9Ujq8,70000,56000,49000,46108
$6F0Vile Jungle,Vile Jungle.Map.Gbx,86aa83e7-d0e2-4877-b106-de0bcfe026aa,ItGween4XmpSU050BTB5qwcpWOg,58000,47000,41000,38438
$fffG$efeen$dfdia$cfcl G$bfbar$afade$9f9ns,Genial Gardens.Map.Gbx,32b29a80-2e3b-4b02-90c1-5151af6ad3c1,IZ2ZySz8fV1w6PQbc1P9AXTC1da,68000,55000,48000,45130
!!,!!.Map.Gbx,794a7dd9-5627-4204-ab95-4ccf132b5715,J99Ao1hBI5A_KfkSYC7WSFfsJB9,66000,53000,47000,43482
$o$s$069H$08Ao$0ABv$0CCy,Hovy.Map.Gbx,c14bd4de-907e-433a-8c0e-e8a635b37d25,jksBelZRzSAJnTgvWzSKlHuRIY6,68000,55000,48000,45204
$s$f00A$a25O$55aC$07fC$ff02 $g|| $i$f00K$f22e$f44n$f66a$f99n$fbbg$fdda$fffn,AOCC2____Kenangan.Map (1).Gbx,a4b77bff-c27c-48e7-bbc8-10d99f8c5877,JVGRh8SoOgCXgLMyrB56VUX1cj8,62250,58500,54750,52287
$s$FC9Go$FD9d V$FE9all$FF9ey,God valley.Map.Gbx,6339a923-ddf7-4536-afed-1c7bde2582cc,JYCh0in7qxVyqD8THk6Tn09XNri,64000,51000,45000,42302
$3FCPROTO$z$sGRADE,Protograde.Map.Gbx,0c6a7364-6aac-44ae-a94c-7934e45196e1,KbDzG4g0DDC3LSDfOcy662lTm9f,80000,64000,56000,52676
$o$i$060E$052l$153e$145m$146e$238n$229t$22Ba$21Cl$31E $30FE$30Fq$30Eu$30Di$30Cl$30Bi$30Ab$309r$308i$307u$306m,Elemental Equilibrium.Map.Gbx,684de0ce-f09c-443e-8add-cb86e94a2f49,KgoXL93jz2w_gDcqYmAJTMB7Ce1,61000,49000,43000,40440
$s$C90Me$CA0gal$CB0ospo$CC0ly $fffft' Henkisme & Vixxa,Megalospoly ft' Henkisme & Vixxa.Map.Gbx,f3c217d1-86a7-4bce-8b43-8de3e2c8e11e,kRY154ePGc_e_DeIjKDmKyEvqMm,93000,75000,66000,61800
$i$o$60FFi$63Fsh $66FDr$69Fea$6CFms $FFF Ft Oclavukixus,Fish Dreams  Ft Oclavukixus.Map.Gbx,85b369d0-b7b5-4db8-a050-36da70481475,Ku8Oi4fbsSIqSGImjjQCkVysucj,68000,54000,48000,44848
$617Flynt $fff ft Skofus,Flynt  ft Skofus.Map.Gbx,7c8c0d1d-59e5-4c27-b6c0-3a6ead9f02cd,l1ewV7YkA4pj96FFDiOxEe9RRRe,66000,53000,47000,43598
$s$07FFS$FFF$i FA$EFFNT$DFFAS$CFFY$i,FS FANTASY.Map.Gbx,975469f1-9227-40a5-8287-2b1d0c965305,LGUjdiOd4rDGSZO9ns8U81XcjDi,67000,54000,48000,44470
$o$A60FS$fffOTW | $i$74cC$44celer,FSOTW _ Celer.Map.Gbx,db8ffd6c-1e79-47ba-a9d4-d88ee29686f8,LU606SJc5b9nv70SlClsZwfyik1,61000,49000,43000,40474
$z$s$n$oEROS LITE,EROS LITE.Map.Gbx,99ff305b-ab25-421c-95ba-a6abbf74b31b,Macuz56OyOt7_XYqJLLgEc1kMD9,78000,62000,55000,51641
$o$FF9Persian Trail,Persian Trail.Map.Gbx,58fb056f-07a2-4241-be2d-9095856b6f64,MCj26oA2zKl4wdvBR_agVp4bX7a,70000,56000,49000,46115
'|$96FD$FFFiversity ft' $96FC$FFFontact|','_Diversity ft' Contact_'.Map.Gbx,3d3fc4b1-4ea9-47be-995d-42471824ffbc,nG1QLisJJxYcS2NBdHLKSirwC00,74000,59000,52000,49000
$s$iCCP$f08#$fff21 $000- $f08Jingle Industry,CCP21_-_Jingle_Industry.Map.Gbx,cc048cb0-61a1-4306-938a-0c3405a0165e,NJ37_qoHSR8BDrRYJ8AJ2fxbmv8,62000,49000,44000,40771
$FFCCh$FEBan$EEBc$EDAes $EC9K$DC9ni$DB8fe  ,Chances Knife  .Map.Gbx,e117da69-764b-4f72-9009-5ba37c23e11c,NKImx7ThJICUWBr8_1epKX6gnWi,66000,53000,47000,43567
$39C$s$nMountaintops Of The Giants $03Fft Henkisme,Mountaintops Of The Giants ft Henkisme.Map.Gbx,a1e79631-b589-4aca-bbd1-27c37c3cc8c9,o2Gvm4GF_Cqt45diPVMleZWeBS9,66000,53000,47000,43698
$s$o$n$090A$091Z$092U$093L,AZUL.Map.Gbx,932d8558-c2a4-4aad-a4fd-58920ee2e8ff,O9rj0GQkaN03vjNGENStNR3KK09,66000,53000,47000,43521
$s$w$o$F70A$E70p$C60r$B60i$A50c$850o$740t $z$i$sFt Westcomb,Apricot Ft Westcomb.Map.Gbx,e5bfef32-cc39-4556-88b8-27f74f6046ef,OiobzwL_LDOSfEu6fIuyC0H0Q5b,62000,50000,44000,40836
Lightrider,Lightrider.Map.Gbx,778c1c1e-f709-4c4a-8f4b-08c8984fd545,OjRpnb4JbMeijuGrkuczVRrD0N8,64000,51000,45000,42075
Escher's Sanctuary,Escher's Sanctuary.Map.Gbx,f6a91344-c9be-4356-8b57-519c9dbfa38f,Pfdmv5Vc3_1eU0PJzpYEK_0poE6,50000,40000,36000,33032
NEO-CUPRA - $a4bGO FAST OR DON'T RACE,NEO-CUPRA_-_GO_FAST_OR_DONT_RACE.Map.Gbx,ee78abac-bd1e-4266-9048-299d2f1aeff0,pJ3h43dnylcfKZZuXjFLMla4Eaa,91000,73000,64000,60257
$o$17CS$28CT$38CA$49CR$59DS$6AD $7ADO$8BDF$9BD $ACDG$BCEL$CDEO$DDER$EEEY,STARS OF GLORY.Map.Gbx,1d7f3664-4f78-404e-85fe-65948fef67b0,PJogkbauZiu5sc7yOq2kyrQ3UV4,74000,59000,52000,48748
$i$039Night Air,Night Air.Map.Gbx,5f6518df-1ffe-477c-ba8c-bcb3184f00fd,PQQVgEAmoSNqdOZfjSvlG9971Nf,80000,64000,57000,53007
A summer evening,A summer evening.Map.Gbx,dac6d256-a401-45e2-a5aa-55305d1b6eb1,pW1ZFCBbMdseyl7Q_KO_Qxm_dRc,63000,51000,45000,41868
NEO-CUPRA - $5c3CURVAS VERDES,NEO-CUPRA_-_CURVAS_VERDES.Map (2).Gbx,9a57203d-695e-42b6-92a2-9d53d8ad1dc2,Q3zJFE3DL27cIBTJm1Z3BsohhC5,69000,55000,49000,45724
$s$09FDeform$FFFative$09F|Ξ,Deformative_Ξ.Map.Gbx,438fe0ba-1fd4-4818-9603-8132dd92c9db,QqCyGzZKOCU2duwiEEgCeZ7Ivj7,65000,52000,46000,42908
Revel,Revel.Map.Gbx,d3428590-91b0-412c-aee7-5c17589a04a3,qU2WNI1JsC7U0EZcvLFqeQYLVV,81000,65000,57000,53481
$o$s$6FFP$BEFa$FCFs$FCFt$EECe$CF9l $CF9O$DEBv$EDDe$FCFr$FCFt$CDFu$9EFr$6FFe $z$sft' Opale & 9to5,Pastel Overture ft' Opale & 9to5.Map.Gbx,c9a66dec-7c2b-4eff-83dd-8da4dc45c370,rOSDrqAupLIfn4l9H9ztUK7f9Y2,56000,45000,40000,36976
NEO-CUPRA - $5c3ICY FLIP,NEO-CUPRA_-_ICY_FLIP.Map.Gbx,4fefef6b-5cbf-4f6e-a4ab-08f44b37588b,RqtVemQ1f5Lx32QPo5ixzSJkD3d,79000,64000,56000,52512
NEO-CUPRA - $5c3THE GREAT CLIMB,NEO-CUPRA - THE GREAT CLIMB.Map.Gbx,a40c402c-6607-4c7c-b0bf-7af880d4208e,rUS5sqVqaZubmj0cJdNVVJ_NQvh,84000,67000,59000,55555
$W$s$C00s$D12c$E23r$E25a$F36m$F36b$F54l$F72e$F90d $zft eggs,Scrambled ft Eggs.Map.Gbx,87762678-e1e8-4674-9166-5dde6f306c91,RUVYlpl4APMyzITJ0MU3lnKPgPb,65000,52000,46000,43086
$s$i$o$3FFWatern't 2,Watern't 2.Map.Gbx,0b861360-1340-47ae-a51d-466f90c5834a,RWbGXWLJdtBkcskNiDdtEsloV7k,82000,66000,58000,54200
$o$F90F$F91l$FA2a$FA3r$FB5e$FB6 $FC7f$FC8t$FD9 $FDAG$FECi$FEDi$FFEl$FFFo,BE2AA9904FC71B6D7D6522945491153E403D5AA9FBFBA2DE1310A355E5010C02776AEB5615A39A00E7CE3E00F07ED8B6.Map.Gbx,5fc6e19f-e9f9-454f-9a4d-d0667d3d75a1,SiUXiuGmnGCdTAP7Zmqr_3nUhO0,65000,52000,46000,42777
$s$08fS$fffapphire,78349 - Sapphire.Map.Gbx,b32a837b-f710-4dd6-b6f3-1c6c9a00e6df,SjKOXtKUQeIEVmLFwuFT79fGXv3,62000,49000,44000,40768
Dystopia - Flowstate,Dystopia - Flowstate.Map.Gbx,acd7f8c9-d37b-4b2d-b158-5488ed757518,szCfZkD7vIkt7yn_Ksfheu0howd,64000,51000,45000,42148
$i$ff0Sombrero Escalero,Sombrero Escalero.Map.Gbx,de81fa49-1a8c-4676-989d-bbfd6b16c974,teEkylT2K4p5z79df9xUFCEkUCa,72000,58000,51000,47644
$s$13eF$14eor$15ego$06et$07dte$08dn I$09ds$0adla$0bcn$0ccd,Forgotten Island.Map.Gbx,c26ad926-44c4-412c-9bbd-463f6159dc4d,TfKZjKIFf4WlYej6NOeFB6_Ga1b,46000,37000,33000,30645
$s$F00Ta$E00wa$D00sa$C00ki $fff(ft' Bren),Tawasaki (ft' Bren).Map.Gbx,61546931-f75d-468d-9877-55e22727c496,tObAIGknykuNpAB6pqo1GgyYArc,76000,61000,54000,50324
$o$n$i$3F0T$2E1o$2C2x$1B2i$093c$fff Paradise,Toxic Paradise.Map.Gbx,331cee75-9242-4ef8-b927-4d4270a0e064,U2NfU6SMIgllFpoYmE85ZbHteo,69000,56000,49000,45995
$s$fffHorizon $39fVista $fff2 (Night),Horizon Vista 2 (Night).Map.Gbx,ac831f47-e943-4c68-94bd-7b1d21c674bb,UOvSNJORrqlr6xtrToLMJruvcuj,81000,65000,57000,53720
$i$s$fffCCP$903#$fff01 $903- $FFFAn$EFEtif$DFDree$CFCze$903 ft $fffsláys,CCP01_-_Antifreeze_ft_slays.Map.Gbx,1a01f333-3d6b-4d6f-9a90-144336e549a4,v5Fy0EC5UOfDIdd4MRsJFx5PeLm,90000,72000,64000,59974
$0CFS$0BFno$0AFw$09FSl$08Fi$07Fde$06F $06Ff$07Ft$07E $08EC$09Eo$09Dn$0ADt$0BDa$0BCc$0CCt,SnowSlide ft Contact.Map.Gbx,34bbe62d-7429-4a9d-be4f-d6e40c5382e8,ve8n5O5VavkDA7jgiPAe1YcO6V4,65000,52000,46000,43098
$n$o$03CA$03Ar$028e$026o$014n$012y$000x$FFF ft' Dot,Areonyx ft' Dot.Map.Gbx,124e4506-6e14-4b9c-a550-2aaa51e5c48c,VTmGMuwAHVDfGWawbwDgMvOW17l,63000,51000,45000,41765
$s$909Tachycardia,Tachycardia.Map.Gbx,4073d259-efaa-47bd-9442-f51e2391092c,w2BZ4JwkQ7l93WwAERd2jVqo1oi,69000,55000,49000,45494
$i$s$0bfm$1bfi$2bfd$3bfr$4bfi$5bfa$6bft$7bfe$8bfl,EF069AE47618C74F460F79DF1193F342652F061D849F92800CD897FAC4E4E8F1B2362A9D6A44C81CB5A4C0A46E56EEB5.Map.Gbx,ed7b326e-b109-408d-a9b9-a128d89bef10,WEPDsO3L4xB_W6EpmvQ14DNZYui,66000,53000,47000,43958
Geometric Valley,Geometric Valley.Map.Gbx,593afa25-b034-400f-ab5a-20e060f3c65c,WVer0yh80n1MG_KNDL22QzXZGn8,73000,58000,51000,48078
NEO-CUPRA - $0bfMAGNETIC MAZE,NEO-CUPRA_-_MAGNETIC_MAZE.Map.Gbx,8aae3711-2d75-4131-ab02-39b3f5ad79f2,XFOTjwLTyP66L7NPrfjJrdW1Pel,73000,59000,52000,48372
$o$s$eeeMTC - $fffArtemis $fb011,MTC - Artemis 11.Map.Gbx,d35cc853-976b-427b-a4d0-0fd2b19c29f1,xQdA8HNlV3e2Yvj7AFwHbqvVLD1,73000,59000,52000,48500
gyrtex,gyrtex.Map.Gbx,3f7d4818-ea13-4320-922a-00919b33ff95,XvesmjchnH_ypsDBCHv1E3P88H5,78000,63000,55000,51671
$s$90b Forgotten Ice, Forgotten Ice.Map.Gbx,e43a460b-7971-4c61-9d84-510745b173cd,XzHYDn4JTbZRcB_oCHFqFqfRm3h,61000,49000,44000,40613
$s$iReminiscent,Reminiscent.Map.Gbx,ddb3255a-1614-4322-bda0-52779c20721c,yc7iHPXD08s2KDQo0xj_8n8MJYi,55000,44000,39000,36654
$s$iCCP#22 - $e43Santa’s Sleigh,CCP#22 - Santa’s Sleigh.Map.Gbx,4d0d12bd-306c-4548-a4af-0cbaf581ba4f,Yj0gOTzdUEDr7XlWjOFLwWZIVse,82000,65000,58000,54064
$6FFK$7FFōr$8FFi $9FFn$9FFo$AFF $BFFaw$CFFa,Kōri no awa.Map.Gbx,843c13f4-6c6c-4400-a0ca-13aeb02a5016,yRo4EXsukowHwkDb0uQjXAEH7sg,76000,61000,54000,50221
$sFreezing $3FFOVER $s$FFF(FT OHIO_JG),Freezing OVER (FT OHIO_JG).Map.Gbx,a97d08d6-4397-490e-b4b7-bbb4ac9c5d02,YRx3lrFL2Mlh2sNAeHRZXylnPm5,55000,44000,39000,36277
$0FFJötunheimr$FFF ft Capman,Jötunheimr ft Capman.Map.Gbx,4fc2d1a4-44cf-4660-b0e9-673ea8303502,yZ72IJGCMnCs5Rt77gi0k5gqSqh,68000,54000,48000,44870
       '|$FFFEthereal $F93Islands $FFFft' Alsenw|',       '_Ethereal Islands ft' Alsenw_'.Map.Gbx,b0e59018-46dd-4543-8615-c18dd6ccb3f5,z8rmgNaU1e1hsUW8IZOaqUgJGK2,73000,58000,52000,48151
$05fs$25fo$34fa$53fr$63fe$82fn$91fi$b1ft$c0fy,soarenity.Map.Gbx,f2440444-03b6-4506-b04e-fff8f1f185f4,ZAs2YmLo00RT2cnMnG11wxvcnZi,69000,55000,49000,45624
$s$ff3Unfolding,Unfolding.Map.Gbx,71ff784e-a5b8-40c8-9ca0-7225a9d46061,ZBo_9gznN1D19CKmKTddIfZlnGf,60000,50000,47000,45985
$i$s$3F0A$5E2f$6E4t$8D6e$9C8r$BB9s$CBBh$EADo$F9Fw,Aftershow.Map.Gbx,23278e62-e837-4ae8-a6dd-fed904a0fc61,ZdYJ7g6hBC6abGyG1ovmLFKPu05,63000,51000,45000,41885
NEO-CUPRA - $5c3REAL FAKE GRASS,NEO-CUPRA_-_REAL_FAKE_GRASS.Map (1).Gbx,e7f8d534-9816-46a6-ba69-1376fd1dc6dd,ztzk73ADUyxmoe3RBKcZXKvcoR7,75000,60000,53000,49910
$o$t$600#REDROCK,#REDROCK.Map.Gbx,0737cf9d-5eef-469e-95b4-0d6ac7d18ded,16pUk1nO4Gz7WwMLrpnuVV0KWfg,75000,67000,63000,60000
$n$o$9f9Ro$Cf9yal $9f9Ga$cfcrd$efeen $z$nft' Kerberos&OregoX,Royal Garden ft' Kerberos&OregoX.Map.Gbx,fbcfab60-5676-4128-a750-0e8aae035a79,1ftQLhhc2IJSEMp6GywI2N4leFa,72000,58000,51000,47974
$s$fc1Rekindled Memories $fffft Spammiej,Rekindled Memories ft Spammiej.Map.Gbx,c0166420-f660-470f-919d-8194844d937c,31X_Zy8Kxveyim4t6FUZkiDTKyi,69000,55000,49000,45627
funkyminimulti#1,funkyminimulti#1.Map.Gbx,97f93266-d940-48e6-b1af-092e4cc38065,3EHNGQ80bc91uj2lLUS3y3E5Xc8,74000,60000,53000,49272
$s$3CCE$4CBs$5CAt$6D9i$7D8s$8D7 $9D6T$9E6o$AE5r$BE4e$CE3a$DF2l$EF1i$FF0s,Estis Torealis.Map.Gbx,4a1e76a9-c37c-479e-8cdb-777b4bcfcf19,5aDg2b5nCbJ7YYvOY2LtfocbzTb,74000,59000,52000,48760
ICE-o-Dice-O,ICE-o-Dice-O.Map.Gbx,53466962-ac66-4c24-ae19-514f3478cfb6,5cQEtqn3N818u5H3_2TeTcXkeO1,64000,51000,45000,42205
$i$FC0M$60CA$C0CR$0F6D$FC0I $60CG$FC0R$0F6A$C0CS$FC0S,818A7472A31D98DA41F8C2570088A5BEA85FB7B807BA010DE2776E482FC629457AF5AE4EE3846E1A87F15AE8538D3E59.Map.Gbx,bf99fddb-c006-4ba2-85ee-4d2f660e3110,5MSAXJRUV_YPTsu9YB1T5lfS4sl,63000,51000,45000,41934
Penguin Slide,Penguin Slide.Map.Gbx,2481d3b0-9eb8-4fcc-9463-44793182303a,6crpdcqMioB5Ggw3lVLNLHFSjvd,74000,59000,52000,48714
$s$90FR$81Fe$82Fa$73Fl$64Fi$55Ft$56Fy$47F $38FF$29Fa$2AFl$1BFl$0CFs,Reality Falls.Map.Gbx,81363322-3288-4fc5-8576-74b1c255bed2,7AnbsSkxeljlKF02IvqV_QC4q22,69000,55000,49000,45356
$s$069Aqua   $fffft$069' $fffMephistö,Aqua   ft' Mephistö.Map.Gbx,00732727-665c-4d5d-91a2-44adcc30d942,7DcS678YGa9AZKo_diWdJpGmLO0,91000,73000,65000,60595
NEO-CUPRA - $a4bDIRTY BIG BLUE,NEO-CUPRA_-_DIRTY_BIG_BLUE.Map_1.Gbx,a7d17ab5-e9b3-4a5b-8913-235efa3ca3b7,7qhCwxuvOl6Raab32Fx52c5ad4e,66000,53000,47000,43632
$s$o$f90P$da0a$ba0r$9a0a$7b0k$6b0e$4c0e$2c0t$09f ft $ff0A$fe0l$fd0se$fc0n$fb0W,$s$o$f90P$da0a$ba0r$9a0a$7b0k$6b0e$4c0e$2c0t$09f ft $ff0A$fe0l$fd0se$fc0n$fb0W.Map.Gbx,23b101b2-6f5e-4316-bec8-3fa8167b125a,7z29FKICXY6zrUUfDlJauUnLIPl,80000,64000,56000,52797
$F00U$FFFS$00FA $FFF- $FF0Tempus $FFFFt Oso,USA_-_Tempus_Ft_Oso.Map.Gbx,5bf7ed31-7407-4330-9084-f0e1659459d2,8iyENzpjIbgOX3zisHaC9J1QYpg,90000,75000,65000,60000
$o$i$s$n$6c0Ara$6d0pa$3c0ima $f90II,Arapaima II.Map.Gbx,2e21344e-3343-4f55-a792-cf399845efe6,9K3IaXR44RJJDtbh3tAvKRyk_J0,89000,71000,63000,58918
$i$oSunken Treasure,Sunken Treasure.Map.Gbx,047d3358-8cd2-4d9c-9730-bd0e722ed869,9LIhI3RK7LImLoOfuJK0gIR6hl0,77000,62000,55000,51075
NEO-CUPRA - $a4bDIGITAL CIUDAD,NEO-CUPRA_-_DIGITAL_CIUDAD.Map.Gbx,31953351-66a2-453a-8730-74d3b47bc77c,9rh98PIQkpAmdFZIl5lPQo5wJ0f,76000,61000,54000,50478
Dust to Dust,Dust to Dust.Map.Gbx,3c8e62bd-93bf-4ebc-b6b8-3c94ec9b2e3c,aD8FkyQEDRrwvEK964Zi3OFpL65,62000,50000,44000,41246
$eec$oBellissimo $0a6|$fff|$a00|$fff Bay,Bellissimo ___ Bay.Map.Gbx,f7f2dfc5-372e-4472-b108-f04c8375ce03,aE75gtWOLfhgPIzOyIawHGkWlhh,78000,62000,55000,51338
 $F66W$E44u$D22k$FFFo ', Wuko '.Map.Gbx,b60caac1-877b-448c-b6c9-dd82d19a26da,aXDnngcNz5bajd2hBB1zQDi2M_n,78000,62000,55000,51483
$6CFGl$0CFac$3CFia$09Fl S$09Cto$39Crm ,Glacial Storm .Map.Gbx,1a0765be-5768-49ed-b4e6-3400e842f336,BPFAesg0opzxMzxcqB1QJQMRkVm,60000,48000,42000,39616
$b05el Jardin,el Jardin.Map.Gbx,24ecfa36-ec5c-4524-ab83-a5acc47d62a0,BYqTPf1A0H9UFWwf7CyM8XKGYl2,78000,62000,55000,51580
$o$s$3ffArchipel $n$fffft Vixxa,Archipel ft Vixxa.Map.Gbx,f6956145-8948-4a95-be35-49ede37a0b7e,C5gd72dB1FLhQPiCwnaw2cL5_A7,81000,65000,57000,53468
$sStreamline,Streamline.Map.Gbx,27dd0104-552c-4d5c-9b8e-2b9b984f76e0,cJSx3HnuiQn1Tw_hhhxdEw7Vwgl,70000,56000,50000,46338
$o$399A$5AAo$7BBr$8DDa$AEEk$CFFi,Aoraki.Map.Gbx,fdb776be-e5a4-4240-997c-6af246abed90,CTvTig0k_n_HuU2njUqwPTx15yd,66000,53000,47000,43405
$o$i$00FS$10Ep$30De$40Be$50Ad$609 $808H$906i$A05g$B04h$D03w$E01a$F00y,Speed Highway.Map.Gbx,c2624988-675d-4251-ba40-c7bfad3b8c70,d6MxjJ13ueetLRuG7U4_raLzJvh,80000,64000,57000,53300
$o$i$F03Coch$F03i$F89s$FFFe,Cochise.Map.Gbx,ee0c2d73-1a02-4e2c-9fdd-30283b08a456,D87lWvRwcxJoZIXatvqgyndgee1,65000,52000,46000,43195
$00FWater $ADEBound,Water Bound.Map.Gbx,c341c908-cac3-4c5a-9642-942f52ae86cc,DJnLUOxoHeSynAt_YvNKrAaNJ1h,58000,46000,41000,38210
$s$3C0Backwards Progression $fffft AgentWhiskey & Henkisme,Backwards_Progression_ft_AgentWhiskey__Henkisme.Map_1.Gbx,fc1c2ca2-be85-4c37-816d-cc1db3381b0c,dnyGjVxGAi3Ww5cDczEUrsebwdf,74000,59000,52000,48905
$b$s$6efW$5dfI$4dfN$4cfD $5bfC$7afH$99fI$b8fL$d7dD,Wind Child.Map.Gbx,dbb6083d-573c-4f74-820c-c74ac3b0713c,DR0qEOD4N2Ev7qLieSclbkzdjC,68000,54000,48000,44698
$s $f00S$f10h$f30a$f40r$f50k $f60T$f80i$e90g$ea0e$eb0r $eb0F$ec0t $dc0N$cc0i$bc0n$ac0e$9d0T$8d0o$7d0F$6d1i$5d1ve$4e1G$3e1a$2e1m$1e1e$0e1r , Shark Tiger Ft NineToFiveGamer .Map.Gbx,d4d28376-5cd1-48c2-8255-0666229d0237,eGJpyE1FXmA1ZQibY1Mkctudbbe,69000,56000,49000,45883
$o$s$n$F40W$F41OR$F32L$F33DS$F34 $F25C$F26OL$F27L$F18ID$F19E $FFF2,WORLDS COLLIDE 2.Map.Gbx,efeb67fa-6294-49d5-9b6b-2d4b63129096,eRB2wMHGb2dKm9nLk1mPNpW4VR4,85000,68000,60000,56019
$F00F$FFForm $F00F$FFFactor ft' Scarzor,Form Factor ft' Scarzor.Map.Gbx,fd74451a-2af0-437c-94ab-2bbaffe1a820,ETeHUJioSCFWY527qlALpJOiSfh,63000,51000,45000,41968
Mystify,Mystify.Map.Gbx,bcd9414e-db02-41c4-a213-cdcce161ddf6,eWqssUgYskdAPRmI5Pn6CUSAjQl,71000,57000,51000,47227
Polar $F33Pipeline,9D0BEEC09C1823A3CCEA20D06AC957B8568CF42121AAAE63A766530F10D511F0ACCD535400C60F1F1DC6646F18F60226.Map.Gbx,04a0cad1-6493-4689-9e43-32fa09d426e6,Eyb77A3fT3X5aC9wEub3IRd4fs4,88000,71000,63000,58636
$4cfL$6ceu$7dcc$9dbi$aead$ce9i$df7t$ff6y,Lucidity.Map.Gbx,f0414310-e43f-4203-81af-cd45a34e0875,FphaN4KO0UFtM09bfX2i3WoH4dh,64000,51000,45000,42308
Wood Hammer,Wood Hammer.Map.Gbx,c1f1d336-6f44-4ecc-ac4f-fee9738bf3de,fxZ7l4eWxWWHKzbHDzbcjnE6cMe,63000,50000,45000,41654
$FFFIn$FEFco$FDFg$EDFn$ECFit$EBFa $FFF- ft ExoTicZ,Incognita - ft ExoTicZ.Map.Gbx,e2a76cad-f858-4d74-bf7b-61ecfdddd802,G9J3KzJH11NH0qCA4Q09GXnNHHd,66000,53000,47000,43414
$472Ve$572rd$582ig$682ris$g - ft' Loon,Verdigris - ft' Loon.Map.Gbx,892eee38-5134-4ff6-870c-351d66f83939,GgluOhE3BSMf8Fnbi6hLIC979Tg,75000,60000,52000,50542
$s$w$9FFA$9EFp$8EFo$8DFt$8CFh$7CFe$7BFo$7AFs$6AFi$69Fs,Apotheosis.Map.Gbx,78ff2709-5551-4c6a-b361-0620deef28b4,gWctTsEJwSyFn9EN775N28eIWzk,79000,64000,56000,52648
Glacier Slide,Glacier Slide.Map.Gbx,bdef4aa5-0174-46e6-b018-148f8a43c5a6,h7H7cr0WwwHs0lU13OTxatATcH7,91000,73000,64000,60262
$fffPé do H$0afo$fffme,Pé do Home.Map.Gbx,e8b85c79-7b13-48ce-953c-b9f3499a9a02,hEy0J7iz2P9FZYOCBpNWb1rrobi,77000,62000,54000,50893
$F00Bloody $900Mary,Bloody Mary.Map.Gbx,c0066aec-d304-4f16-8846-28023bf5209b,HqhGmxWIX_n9j7ZLcBNosn42E4b,74000,59000,52000,48855
$s$F00M$F20a$F30o$F90Bikzy $FFF-Desert,MaoBikzy -Desert.Map.Gbx,8b778bb8-ad4e-4a44-93df-c17555b65dfb,HS88p2QXhiLcAvvNO7686J2yBId,74000,59000,52000,48783
$5cfWater$fffGliders,WaterGliders.Map.Gbx,1fbbfb04-3f22-4573-85c7-515e01392757,HToI3TRhoVr1WHyLhXt_T4wB0Mb,76000,61000,54000,50627
$s$i$o$4EDVITALITY CE$z$i$b$FFF ft' RogueDawn,VITALITY CE ft' RogueDawn.Map.Gbx,4accf02c-32b1-465d-9ace-9866ae3ba4aa,IgIeWBDcvxnkFkaUn94FjHo6_Xg,78000,63000,56000,51937
$666The Iron Giant,8056C40317672034A3135B20D373CFED786E35D79C4559B81926ADE3E1631F38DFF908C6EAF6C58E3F383C4B6505F9E1.Map.Gbx,8e808ce1-f379-49f8-9883-6665f3016fd7,il55E6UwjJM5XAAAlFTQeZE14G2,60000,48000,42000,39451
Frozen River,Frozen River.Map.Gbx,aa4a1dc1-0a89-4800-86c0-8b7966c2107b,J8_qkxCNVXABpsCLL0uSfZIA43i,105000,84000,75000,69974
Saba ft' XLRB & Henk,Saba ft' XLRB & Henk.Map.Gbx,e172f8cd-99e1-4e56-9030-512d9a03dca2,JADzePlJElXk6wLX3z5Fksf6wL3,63000,51000,45000,41696
$i$o$s$f94United,United.Map.Gbx,cc7d1ed8-98e8-4628-8734-a15f47ac37eb,JC4Ak2Icuf7XyNoaSEjgJmssRb8,83000,66000,59000,54988
$i$n$s$000Changing $609Perception,Changing Perception.Map.Gbx,88026e36-a7cf-4a04-8538-3ea2f255bbd9,JYzjjEKy2sa90AoJd4A0wnxTec6,65000,52000,46000,43178
NEO-CUPRA - $a4bTRANSICIÓN,NEO-CUPRA_-_TRANSICION.Map.Gbx,f8bf97c5-0872-4ed5-a73f-b0867c06d24b,jZTlcO3TqpPvYnSQDN4l8q_ikzg,82000,66000,58000,54404
$o$n$FC9Mi$FDBr$FEDro$FFFr$FC9W$FDBo$FEDrl$FFFd,MirrorWorld.Map.Gbx,bd5638c5-668e-4260-a82f-d7afb88310c8,K9EahDaQCw2RqMOENsBTyLBYR7b,60000,48000,43000,39930
$00FPolymer $fffPlayground,Polymer Playground.Map.Gbx,5449a68e-a765-48a5-9cdc-889477944810,Kehg2fWpPdmSe1ftoclZGuxKUI6,61000,49000,44000,40621
Grappa Ice,Grappa Ice.Map.Gbx,4b29225a-666d-4eef-8424-898d9a463313,kMTvRHl7ynTTBYkrszazZgQ1Fdf,62000,50000,44000,41135
